"f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","f21","f22","f23","f24","f25","f26","f27","f28","f29","f30","auc1","auc2","auc3","auc4","auc5","auc6","auc7","auc8","auc9","auc10"
"imp_op_var41_ult1","f_diff_num_var30_4","new_num_var8_0","saldo_medio_var5_hace3","saldo_var5","imp_op_var41_efect_ult1","num_var5","f_ratio_num_var42_saldo_var42","var38","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","ind_var5","f_diff_saldo_var5_saldo_medio_var5_hace2","abs_f_diff_saldo_var5_30","f_diff_var_15_var_38","num_var22_ult1","n0","imp_op_var39_comer_ult1","f_diff_var_15_larger","new_num_var30_0","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_ind_var5_0","num_var42","f_num_3_sum_num","num_var45_hace2","var15_ratio","new_ftr_ult1_ult3_ratio_num_var22","new_ind_group5_sum","f_diff_var_15_var_36_less_60","saldo_medio_var5_ult3","new_ind_var30_0","0.842333","0.843427","0.838181","0.828441","0.838436","0.832393","0.840481","0.826726","0.83528","0.848571"
"saldo_medio_var5_ult1","ind_var5","num_var30","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","abs_f_diff_num_var22_ult3_num_med_var45_ult3","abs_f_diff_saldo_medio_var5_8_ult11","f_diff_var_15_var_36_less_60","num_var42","num_quantile_diff_3","f_diff_var_15_var_38","num_var35","saldo_var30","f_diff_num_var30_4","new_ind_group5_sum","saldo_medio_var5_hace3","var38_ratio","new_num_var5_0","saldo_var5","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","num_of_used","abs_f_ratio_num_var5_saldo_var5","f_num_3_sum_num","num_var4","f_num_quan_70_sum_saldo","f_diff_num_var45_ult13","f_diff_imp_op_var41_efect_comer_ult1","f_diff_saldo_medio_var5_ult13","var15","ind_comb_rank","new_ind_var5_0","0.840084","0.832704","0.838415","0.81987","0.828147","0.829954","0.837787","0.825055","0.820666","0.847298"
"ind_var30","f_diff_saldo_medio_var5_ult13","var15_ratio","num_meses_var5_ult3","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","imp_op_var39_comer_ult1","var15","f_diff_imp_op_var41_comer_ult13","new_ind_var30_0","new_ind_var5_0","num_quantile_diff_3","f_diff_var_15_var_36_rank","num_var22_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","f_diff_num_var30_4","abs_f_diff_num_var30_4","nonzerocount.num","saldo_medio_var8_ult3","var38","f_diff_var_15_larger","saldo_medio_var5_hace2","f_ratio_num_var42_saldo_var42","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_ftr_ult1_ult3_ratio_num_var45","saldo_var30","f_num_quan_70_sum_saldo","var38_ratio","num_var22_hace3","new_ind_sum","abs_f_ratio_num_var5_saldo_var5","0.844161","0.82595","0.839363","0.821411","0.831722","0.832084","0.840666","0.827284","0.820615","0.840836"
"max.saldo","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","saldo_medio_var5_hace3","new_num_group5_prcnt","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","var38_ratio","new_ftr_ult1_ult3_ratio_saldo_medio_var5","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","nonzerocount.saldo","f_num_non_zero_sum_ind","f_diff_saldo_var5_saldo_medio_var5_hace3","var38","new_num_group5_sum","f_diff_var_15_larger","num_var45_ult1","abs_f_diff_num_var30_4","imp_op_var41_comer_ult1","ind_var5","num_var22_hace2","saldo_var42","num_var30","f_diff_var_15_var_38","num_meses_var39_vig_ult3","sald0_quantile_diff_1","imp_trans_var37_ult1","new_ind_sum","var15_ratio","ind_comb_rank","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_ind_var30_0","0.829975","0.840409","0.832941","0.818129","0.834809","0.812433","0.836477","0.825419","0.829471","0.845377"
"num_var22_ult3","var15","new_ind_var5_0","num_meses_var39_vig_ult3","var38_ratio","f_num_non_zero_sum_ind","saldo_var30","abs_f_diff_saldo_medio_var5_ult13","saldo_medio_var5_ult3","abs_f_diff_saldo_var5_30","num_meses_var5_ult3","ind_comb_rank","abs_f_diff_num_var22_ult3_num_med_var45_ult3","new_num_group5_sum","new_num_var5_0","f_ratio_num_var42_saldo_var42","var36","max.saldo","new_ftr_ult1_ult3_ratio_num_var22","f_diff_var_15_var_36_rank","saldo_var5","new_num_var30_0","saldo_var42","abs_f_ratio_num_var5_saldo_var5","abs_f_diff_saldo_var5_42","f_diff_var_15_var_36_cutpoint_smaller","new_ind_var30_0","new_ind_sum","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","num_var35","0.844921","0.841752","0.838375","0.825381","0.822726","0.831463","0.824016","0.825234","0.834084","0.848034"
"abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_ratio_num_var42_saldo_var42","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","abs_f_ratio_num_var5_saldo_var5","num_quantile_diff_3","f_diff_saldo_medio_var5_ult13","num_var4","imp_op_var41_comer_ult3","new_ftr_ult1_ult3_ratio_saldo_medio_var5","num_var45_ult3","saldo_medio_var5_ult3","new_ftr_ult1_ult3_ratio_num_var22","f_diff_imp_op_var41_efect_comer_ult1","var15_ratio","abs_f_diff_num_var30_4","num_var30","abs_f_diff_saldo_var5_30","f_num_quan_70_sum_saldo","num_var42","num_quantile_diff_1","f_diff_var_15_larger","num_meses_var39_vig_ult3","new_num_var30_0","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","new_num_group5_sum","var38_ratio","f_diff_var_15_var_38","f_diff_saldo_var5_saldo_medio_var5_hace2","f_diff_saldo_var5_saldo_medio_var5_hace3","saldo_medio_var5_hace3","0.833936","0.839136","0.809986","0.825429","0.829188","0.829254","0.822969","0.825544","0.834959","0.836585"
"f_diff_saldo_medio_var5_8_ult11","f_diff_var_15_var_38","saldo_var42","saldo_medio_var8_ult3","nonzerocount.saldo","num_med_var45_ult3","ind_var30","num_var42","abs_f_ratio_num_var30_saldo_var30","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","var15_ratio","new_ftr_ult1_ult3_ratio_num_var22","var38_ratio","new_num_var30_0","var38","new_num_group5_prcnt","num_var22_ult1","f_diff_var_15_larger","new_ind_var30_0","f_num_quan_70_sum_saldo","num_var5","num_quantile_diff_1","num_var22_hace3","max.saldo","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","imp_op_var41_ult1","new_ftr_ult1_ult3_ratio_saldo_medio_var5","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","new_ind_0_group5_sum","num_meses_var5_ult3","0.837236","0.829618","0.828324","0.812264","0.825849","0.831765","0.841484","0.827609","0.821452","0.8399"
"num_var4","num_var30","new_num_sum","abs_f_ratio_num_var30_saldo_var30","f_ratio_num_var42_saldo_var42","var15_ratio","abs_f_ratio_num_var5_saldo_var5","num_var35","new_ind_sum","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","var38_ratio","f_diff_var_15_var_36_rank","f_diff_var_15_var_36_less_60","f_diff_saldo_medio_var5_ult13","num_var45_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","f_diff_saldo_var5_saldo_medio_var5_hace2","saldo_medio_var8_ult1","f_diff_var_15_var_38","new_num_prcnt","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","ind_comb_rank","nonzerocount.num","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","num_quantile_diff_3","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","new_ftr_ult1_ult3_ratio_imp_op_var39_comer","saldo_medio_var5_ult1","num_of_used","0.840016","0.829752","0.818972","0.822706","0.818786","0.82776","0.834234","0.823122","0.830236","0.839637"
"abs_f_diff_saldo_medio_var5_ult13","new_ind_var30_0","saldo_var8","num_of_used","num_quantile_diff_1","new_ind_group5_sum","num_med_var45_ult3","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","num_var30","num_var45_ult1","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_var_15_var_36_rank","n0","num_quantile_diff_3","saldo_medio_var8_ult3","num_meses_var5_ult3","abs_f_diff_num_var30_4","new_ind_sum","f_ratio_num_var42_saldo_var42","num_var35","saldo_var30","new_num_sum","var15","f_num_quan_70_sum_saldo","saldo_medio_var5_ult3","new_num_var5_0","var15_ratio","f_diff_saldo_var5_saldo_medio_var5_hace2","new_ftr_ult1_ult3_ratio_saldo_medio_var5","ind_comb_rank","0.824961","0.821569","0.821088","0.806845","0.814806","0.805213","0.818318","0.814622","0.825069","0.831493"
"f_diff_saldo_var5_saldo_medio_var5_hace3","num_var30","f_diff_saldo_var5_saldo_medio_var5_ult1","f_diff_var_15_var_36_rank","nonzerocount.saldo","num_var22_hace2","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","max.saldo","saldo_medio_var5_hace2","var38","saldo_var42","new_ind_var30_0","f_diff_saldo_medio_var5_ult13","num_var42","ind_comb_rank","var15","num_meses_var5_ult3","new_num_group5_sum","new_ind_var5_0","num_quantile_diff_3","num_of_used","imp_op_var39_comer_ult3","new_ind_group5_sum","ind_var30","abs_f_diff_saldo_var5_42","num_var22_ult3","new_num_prcnt","var15_ratio","f_num_quan_70_sum_saldo","var36","0.841835","0.817957","0.836899","0.80777","0.836791","0.815015","0.838292","0.824607","0.835258","0.839725"
"new_ind_group5_sum","imp_op_var41_efect_ult1","ind_var5","var38","num_meses_var5_ult3","num_var4","n0","max.saldo","f_diff_var_15_larger","num_var35","num_med_var45_ult3","f_num_3_sum_num","abs_f_diff_saldo_medio_var5_8_ult11","f_diff_var_15_var_38","sald0_quantile_diff_3","new_ind_sum","saldo_var42","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","nonzerocount.saldo","new_num_prcnt","abs_f_diff_num_var30_4","ind_var30","nonzerocount.num","imp_op_var41_efect_ult3","abs_f_diff_saldo_var5_30","new_num_var30_0","saldo_medio_var5_hace3","var38_ratio","f_diff_var_15_var_36_less_60","f_diff_var_15_var_36_rank","0.838331","0.838746","0.838714","0.825911","0.835935","0.82762","0.836104","0.825804","0.813251","0.845816"
"saldo_var30","f_diff_saldo_medio_var5_8_ult11","new_ind_sum","num_var4","abs_f_diff_saldo_medio_var5_ult13","num_var42","f_ratio_num_var42_saldo_var42","num_quantile_diff_1","f_num_non_zero_sum_ind","new_num_group5_prcnt","var38","num_var30_0","abs_f_diff_num_var30_4","new_num_var8_0","new_ftr_ult1_ult3_ratio_saldo_medio_var5","new_num_group5_sum","nonzerocount.saldo","f_diff_var_15_var_36_cutpoint_smaller","f_diff_num_var30_4","f_diff_saldo_var5_saldo_medio_var5_hace3","new_ind_var30_0","num_var45_ult1","var15_ratio","imp_op_var39_ult1","nonzerocount.num","abs_f_diff_imp_op_var41_efect_comer_ult1","sald0_quantile_diff_1","f_diff_var_15_var_36_less_60","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","num_var45_hace3","0.825853","0.81867","0.819139","0.82051","0.820814","0.829875","0.827573","0.827142","0.834368","0.84698"
"imp_op_var41_ult1","imp_ent_var16_ult1","new_num_var8_0","new_ind_sum","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","num_var22_ult3","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","saldo_var30","abs_f_ratio_num_var30_saldo_var30","imp_op_var39_ult1","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","nonzerocount.num","new_num_var30_0","sald0_quantile_diff_1","new_num_group5_sum","saldo_var5","n0","saldo_var37","num_med_var45_ult3","abs_f_diff_imp_op_var41_efect_comer_ult1","ind_var30","imp_trans_var37_ult1","ind_comb_rank","abs_f_diff_saldo_medio_var5_8_ult11","abs_f_diff_saldo_medio_var5_ult13","var15","num_med_var22_ult3","num_meses_var39_vig_ult3","saldo_medio_var5_hace2","new_ftr_ult1_ult3_ratio_saldo_medio_var5","0.830351","0.831544","0.833869","0.812737","0.831375","0.810143","0.824166","0.806155","0.816056","0.834972"
"f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_saldo_medio_var5_8_ult11","max.saldo","var15","new_num_sum","f_diff_saldo_medio_var5_ult13","num_meses_var39_vig_ult3","abs_f_diff_num_var22_ult3_num_med_var45_ult3","saldo_medio_var5_ult3","num_meses_var5_ult3","f_diff_num_var30_4","f_diff_var_15_larger","var38_ratio","f_diff_var_15_var_36_less_60","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","f_diff_var_15_var_36_cutpoint_smaller","f_diff_var_15_var_38","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","imp_op_var39_comer_ult1","new_num_group5_prcnt","num_med_var22_ult3","num_var45_ult1","saldo_medio_var5_hace2","imp_op_var39_comer_ult3","f_diff_saldo_var5_saldo_medio_var5_hace2","saldo_medio_var5_ult1","ind_var30","new_num_var30_0","num_var22_hace2","0.840163","0.840709","0.835382","0.826101","0.835065","0.815965","0.838553","0.824441","0.831608","0.846632"
"num_var22_ult1","sald0_quantile_diff_2","f_diff_imp_op_var41_comer_ult13","f_num_quan_70_sum_saldo","abs_f_diff_saldo_medio_var5_8_ult11","var15","f_diff_var_15_var_36_cutpoint_smaller","abs_f_ratio_num_var5_saldo_var5","saldo_medio_var5_hace2","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_var_15_var_38","num_meses_var5_ult3","new_num_var30_0","new_num_sum","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","abs_f_diff_num_var30_4","new_ind_var30_0","f_diff_saldo_var5_saldo_medio_var5_hace3","num_of_used","f_diff_saldo_var5_saldo_medio_var5_hace2","num_meses_var39_vig_ult3","num_var45_hace2","abs_f_ratio_num_var30_saldo_var30","new_num_prcnt","var38_ratio","var38","num_var30","max.saldo","imp_op_var41_efect_ult1","saldo_var5","0.843117","0.845435","0.840162","0.814349","0.841253","0.834223","0.84062","0.815134","0.837687","0.849444"
"saldo_medio_var5_ult1","num_var5","abs_f_ratio_num_var30_saldo_var30","new_ftr_ult1_ult3_ratio_num_var22","f_diff_saldo_var5_saldo_medio_var5_ult1","num_var22_ult3","new_ind_sum","sald0_quantile_diff_1","num_var4","f_diff_saldo_var5_saldo_medio_var5_hace2","num_var30","ind_var5","ind_comb_rank","new_ftr_ult1_ult3_ratio_num_var45","new_num_group5_sum","saldo_var30","var15","f_ratio_num_var42_saldo_var42","new_num_prcnt","nonzerocount.num","ind_var30","num_quantile_diff_3","f_diff_num_var22_ult3_num_med_var45_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","imp_op_var41_ult1","f_num_non_zero_sum_ind","saldo_medio_var5_hace3","var38_ratio","nonzerocount.saldo","f_diff_num_var30_4","0.835777","0.844767","0.825125","0.815196","0.821608","0.814694","0.840599","0.829174","0.838277","0.850107"
"n0","ind_comb_rank","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","var38","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","num_var45_ult1","var15_ratio","new_num_group5_prcnt","max.saldo","new_ind_sum","nonzerocount.saldo","f_diff_num_var22_ult3_num_med_var45_ult3","saldo_var30","sald0_quantile_diff_2","f_diff_var_15_var_36_less_60","new_num_prcnt","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","num_var45_hace2","ind_var30","f_diff_imp_op_var41_efect_comer_ult1","f_diff_num_var30_4","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","new_ind_var30_0","saldo_var42","new_num_var30_0","imp_op_var39_ult1","num_var30","f_num_non_zero_sum_ind","new_ftr_ult1_ult3_ratio_saldo_medio_var5","imp_op_var39_efect_ult3","0.836842","0.828422","0.835865","0.813807","0.832611","0.830555","0.823128","0.826557","0.834057","0.841008"
"saldo_var42","f_diff_var_15_var_36_rank","new_num_prcnt","saldo_medio_var8_ult1","f_diff_imp_op_var41_efect_comer_ult1","num_var45_ult1","f_num_quan_70_sum_saldo","num_med_var45_ult3","ind_comb_rank","f_diff_var_15_larger","f_diff_saldo_var5_saldo_medio_var5_ult1","num_var30","var15_ratio","var15","f_num_non_zero_sum_ind","sald0_quantile_diff_1","max.saldo","f_diff_var_15_var_36_cutpoint_smaller","abs_f_diff_saldo_medio_var5_ult13","n0","abs_f_ratio_num_var30_saldo_var30","num_var45_hace3","ind_var5","new_ind_0_group5_sum","num_meses_var5_ult3","var38","num_meses_var39_vig_ult3","num_var45_hace2","new_num_sum","new_ind_var30_0","0.842939","0.843751","0.827102","0.809505","0.836204","0.830389","0.837703","0.811175","0.809194","0.847508"
"new_ind_var5_0","f_diff_var_15_var_38","f_diff_var_15_var_36_cutpoint_smaller","abs_f_diff_saldo_medio_var5_ult13","num_meses_var39_vig_ult3","f_diff_saldo_var5_saldo_medio_var5_hace3","imp_op_var41_comer_ult3","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_diff_num_var45_ult13","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","nonzerocount.saldo","saldo_var30","ind_var5","f_num_quan_70_sum_saldo","new_num_prcnt","new_num_sum","new_ftr_ult1_ult3_ratio_num_var45","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_ratio_num_var5_saldo_var5","new_num_group5_sum","abs_f_diff_saldo_medio_var5_8_ult11","saldo_medio_var5_ult1","num_var5","f_diff_var_15_larger","f_diff_var_15_var_36_less_60","f_diff_saldo_var5_saldo_medio_var5_hace2","f_diff_saldo_var5_saldo_medio_var5_ult1","num_var30","imp_op_var39_comer_ult1","f_num_non_zero_sum_ind","0.834147","0.827579","0.829476","0.818765","0.825966","0.817372","0.82703","0.815875","0.826776","0.836499"
"ind_var5","num_var42","num_var45_ult1","new_ftr_ult1_ult3_ratio_num_var45","saldo_medio_var5_hace3","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","sald0_quantile_diff_2","sald0_quantile_diff_3","num_var35","f_diff_saldo_var5_saldo_medio_var5_hace3","var15_ratio","new_num_var5_0","num_meses_var5_ult3","num_med_var45_ult3","sald0_quantile_diff_1","f_diff_var_15_var_36_rank","saldo_var8","saldo_medio_var5_ult1","ind_comb_rank","f_diff_var_15_var_38","nonzerocount.num","f_diff_saldo_medio_var5_8_ult11","new_ind_sum","new_num_sum","max.saldo","num_quantile_diff_1","abs_f_diff_saldo_medio_var5_8_ult11","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_num_var22_ult3_num_med_var45_ult3","f_diff_var_15_var_36_cutpoint_smaller","0.840635","0.813661","0.833761","0.82339","0.835932","0.82918","0.835556","0.805394","0.832345","0.846879"
"abs_f_diff_saldo_medio_var5_8_ult11","var38_ratio","new_num_var30_0","imp_ent_var16_ult1","new_ind_var5_0","abs_f_ratio_num_var30_saldo_var30","f_diff_saldo_var5_saldo_medio_var5_hace3","var15_ratio","f_num_3_sum_num","saldo_var30","saldo_medio_var5_hace2","new_ind_0_group5_sum","saldo_medio_var8_ult3","imp_op_var41_efect_ult1","abs_f_ratio_num_var5_saldo_var5","max.saldo","imp_op_var41_ult1","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","var38","saldo_medio_var5_ult3","abs_f_diff_num_var30_4","saldo_var5","new_num_sum","f_diff_var_15_var_36_rank","sald0_quantile_diff_3","new_ftr_ult1_ult3_ratio_num_var22","f_ratio_num_var42_saldo_var42","nonzerocount.num","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","var15","0.832812","0.834103","0.839794","0.814654","0.838362","0.816723","0.839999","0.82658","0.827858","0.840904"
"imp_op_var41_ult1","var38","saldo_medio_var5_ult1","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","f_diff_saldo_var5_saldo_medio_var5_hace3","f_ratio_num_var42_saldo_var42","nonzerocount.saldo","abs_f_ratio_num_var5_saldo_var5","new_num_prcnt","num_var4","f_diff_saldo_medio_var5_8_ult11","num_var42","num_var22_ult1","f_diff_var_15_larger","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","sald0_quantile_diff_1","abs_f_diff_num_var30_4","saldo_var30","f_diff_var_15_var_36_rank","var36","num_var35","num_quantile_diff_3","saldo_medio_var5_hace3","new_num_sum","new_num_var30_0","f_diff_var_15_var_36_less_60","var15_ratio","ind_var30","abs_f_ratio_num_var30_saldo_var30","saldo_var42","0.830184","0.844096","0.821021","0.821844","0.832976","0.832043","0.835069","0.826133","0.827376","0.847497"
"f_diff_imp_op_var39_comer_ult13","f_diff_var_15_var_36_rank","new_num_group5_prcnt","new_num_group5_sum","ind_comb_rank","f_diff_saldo_var5_saldo_medio_var5_hace3","var38","n0","f_num_non_zero_sum_ind","max.saldo","new_num_sum","new_num_var8_0","abs_f_diff_num_var22_ult3_num_med_var45_ult3","new_ind_sum","var15","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","imp_op_var41_comer_ult1","abs_f_diff_saldo_var5_42","f_diff_saldo_medio_var5_ult13","var38_ratio","saldo_medio_var8_ult1","abs_f_diff_saldo_medio_var5_ult13","num_meses_var5_ult3","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_num_3_sum_num","imp_op_var41_ult1","num_of_used","abs_f_diff_saldo_var5_30","abs_f_ratio_num_var5_saldo_var5","saldo_medio_var8_ult3","0.837246","0.834019","0.81708","0.825324","0.83589","0.828336","0.839501","0.825347","0.819787","0.839577"
"var38_ratio","new_num_group5_sum","new_num_group5_prcnt","abs_f_diff_saldo_medio_var5_ult13","abs_f_diff_imp_op_var41_efect_comer_ult1","imp_ent_var16_ult1","num_var42","f_num_quan_70_sum_saldo","f_diff_num_var22_ult3_num_med_var45_ult3","f_diff_var_15_var_36_cutpoint_smaller","var15","imp_op_var41_efect_ult1","imp_op_var39_comer_ult1","num_med_var45_ult3","new_num_sum","num_meses_var5_ult3","num_var30_0","sald0_quantile_diff_2","num_var22_hace2","saldo_medio_var5_hace2","f_num_non_zero_sum_ind","abs_f_diff_saldo_medio_var5_8_ult11","imp_op_var39_ult1","abs_f_diff_num_var30_4","new_num_prcnt","f_diff_imp_op_var41_efect_comer_ult1","nonzerocount.saldo","new_ind_0_group5_sum","num_var45_ult3","f_diff_var_15_larger","0.84176","0.840821","0.837057","0.826976","0.835384","0.813701","0.840341","0.805056","0.836975","0.84872"
